quality_measure	similarity_measure	upperbound_type	attr_items	attr_users	attr_aggregate	#attr_items	#attr_users	#attr_aggregate	#ratings	#items	#users1	#users2	#usersagg_1	#usersagg_2	sigma_context	sigma_u1	sigma_u2	sigma_agg_u1	sigma_agg_u2	closed	prune	sigma_quality	top_k	#all_visited_context	#candidates	#init	#timespent	#patterns	max_quality_found
DISAGR_SUMDIFF	AVG_RANKING_SIMPLE	2	[('genres', 'themes')]	[('ageGroup', 'simple')]	[['ageGroup']]	1	1	1	7327	200	824	824	4	4	5.0	5	5	1	1	True	True	0.0	5	482	131	0.3680000305175781	0.36999988555908203	5	0.16433924926790677
DISAGR_SUMDIFF	AVG_RANKING_SIMPLE	2	[('genres', 'themes')]	[('ageGroup', 'simple')]	[['ageGroup']]	1	1	1	14541	500	869	869	4	4	5.0	5	5	1	1	True	True	0.0	5	703	190	0.7960000038146973	0.8179998397827148	5	0.12842035986321576
DISAGR_SUMDIFF	AVG_RANKING_SIMPLE	2	[('genres', 'themes')]	[('ageGroup', 'simple')]	[['ageGroup']]	1	1	1	52879	1000	943	943	4	4	5.0	5	5	1	1	True	True	0.0	5	1387	412	1.5529999732971191	1.6630001068115234	5	0.28479968653326715
DISAGR_SUMDIFF	AVG_RANKING_SIMPLE	2	[('genres', 'themes')]	[('ageGroup', 'simple')]	[['ageGroup']]	1	1	1	91453	1500	943	943	4	4	5.0	5	5	1	1	True	True	0.0	5	2180	607	2.2749998569488525	2.565000057220459	5	0.15391989469011025
DISAGR_SUMDIFF	AVG_RANKING_SIMPLE	2	[('genres', 'themes')]	[('ageGroup', 'simple')]	[['ageGroup']]	1	1	1	99991	1681	943	943	4	4	5.0	5	5	1	1	True	True	0.0	5	2219	655	2.5230000019073486	2.8320000171661377	5	0.17233834294156125
